Segment #,SegInt,Habitat,Shoreline Characterization,#segments from nearest aquaculuture,Date (MM/DD/YYYY),Julian Day,Year,Census #,Time (24 hr. clock),"Tide (R, H, F, L)",ObservationOccuredDuring4hrTendingWindow(1-0),Total # Shorebirds in Flock,Total REKN in segment,REKN Occupancy,REKN Flock EDGE Location,REKN Flock EDGE Distance to RACKS,REKN Flock EDGE Distance to TENDING,Total RUTU in segment,RUTU Occupancy,RUTU Flock EDGE Location,RUTU Flock EDGE Distance to RACKS,RUTU Flock EDGE Distance to TENDING,Total SESA in segment,SESA Occupancy,SESA Flock EDGE Location,SESA Flock EDGE Distance to RACKS,SESA Flock EDGE Distance to TENDING,Total SAND in segment,SAND Occupancy,SAND Flock EDGE Location,SAND Flock EDGE Distance to RACKS,SAND Flock EDGE Distance to TENDING,Total DUNL in segment,DUNL Occupancy,Flock EDGE Location,DUNL Flock EDGE Distance to RACKS,DUNL Flock EDGE Distance to TENDING,#Gulls,#LAGU,#HERG,# GBBG,# RBGU,# LBBG,nearest rack tended? (1-0),#Planes,,
120-121,120,Tidal Flats,Phragmites,4,5/19/2016,16140,2016,3,14:30,L,1,4,0,0,~,~,~,0,0,~,~,~,4,1,F,+,~,0,0,~,~,~,0,0,~,~,~,0,0,0,0,0,0,0,0,,
121-122,121,Tidal Flats,Phragmites,5,5/19/2016,16140,2016,3,14:32,L,1,9,0,0,~,~,~,5,1,F,+,~,4,1,F,+,~,0,0,~,~,~,0,0,~,~,~,0,0,0,0,0,0,0,0,,
122-123,122,Tidal Flats,Dune,6,5/19/2016,16140,2016,3,14:34,L,1,3,0,0,~,~,~,3,1,F,+,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,0,0,0,0,0,0,,
123-124,123,Tidal Flats,Dune,7,5/19/2016,16140,2016,3,14:36,L,1,8,0,0,~,~,~,8,1,F,+,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,0,0,0,0,0,0,,
124-125,124,Tidal Flats,Dune,7,5/19/2016,16140,2016,3,14:38,L,1,5,0,0,~,~,~,5,1,F,+,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,1,0,1,0,0,0,0,0,,
125-126,125,Tidal Flats,Woodland,6,5/19/2016,16140,2016,3,14:41,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,0,0,0,0,0,0,,
126-127,126,Tidal Flats,Woodland,5,5/19/2016,16140,2016,3,14:45,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,0,0,0,0,0,0,,
127-128,127,Tidal Flats,Woodland,4,5/19/2016,16140,2016,3,14:47,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,0,0,0,0,0,0,,
128-129,128,Tidal Flats,Woodland,3,5/19/2016,16140,2016,3,14:47,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,0,0,0,0,0,0,,
129-130,129,Tidal Flats,Woodland,2,5/19/2016,16140,2016,3,14:51,L,1,4,0,0,~,~,~,1,1,F,+,~,3,1,F,+,~,0,0,~,~,~,0,0,~,~,~,6,6,0,0,0,0,0,0,,
130-131,130,Tidal Flats,Woodland,1,5/19/2016,16140,2016,3,14:55,L,1,11,0,0,~,~,~,3,1,F,+,~,8,1,F,1,~,0,0,~,~,~,0,0,~,~,~,0,0,0,0,0,0,0,0,,
131-132,131,Aquaculture,Woodland,0,5/19/2016,16140,2016,3,14:50,L,1,26,8,1,B,5,~,6,1,F,3,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,1,0,1,0,0,0,0,0,,
132-133,132,Tidal Flats,Woodland,1,5/19/2016,16140,2016,3,14:50,L,1,26,18,1,B,5,~,2,1,S,5,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,1,1,0,0,0,0,0,0,,
133-134,133,Tidal Flats,Dune,2,5/19/2016,16140,2016,3,15:02,L,1,12,0,0,~,~,~,3,1,B,2,~,12,1,O,+,~,0,0,~,~,~,0,0,~,~,~,0,0,0,0,0,0,0,0,,
134-135,134,Tidal Flats,Dune,3,5/19/2016,16140,2016,3,15:06,L,1,2,0,0,~,~,~,2,1,B,+,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,2,2,0,0,0,0,0,0,,
135-136,135,Tidal Flats,Phragmites,2,5/19/2016,16140,2016,3,15:07,L,1,6,0,0,~,~,~,6,1,S,2,~,2,1,B,2,~,0,0,~,~,~,0,0,~,~,~,1,1,0,0,0,0,0,0,,
136-137,136,Tidal Flats,Dune,1,5/19/2016,16140,2016,3,15:08,L,1,11,0,0,~,~,~,0,0,~,~,~,11,1,S,1,~,0,0,~,~,~,0,0,~,~,~,0,0,0,0,0,0,0,0,,
137-138,137,Aquaculture,Dune,0,5/19/2016,16140,2016,3,15:11,L,1,13,0,0,~,~,~,0,0,~,~,~,6,1,B,+,~,0,0,~,~,~,0,0,~,~,~,0,0,0,0,0,0,0,0,,
138-139,138,Aquaculture,Dune,0,5/19/2016,16140,2016,3,15:11,L,1,13,0,0,~,~,~,0,0,~,~,~,7,1,B,+,~,0,0,~,~,~,0,0,~,~,~,0,0,0,0,0,0,0,0,,
N11-N10,-11,Creek,Dune,48,5/20/2016,16141,2016,3,14:49,L,1,188,0,0,~,~,~,85,1,F,+,~,90,1,F,+,~,8,1,F,+,~,0,0,~,~,~,5,3,2,0,0,0,0,0,,
N10-N09,-10,Creek,Dune,47,5/20/2016,16141,2016,3,14:49,L,1,187,0,0,~,~,~,85,1,F,+,~,90,1,F,+,~,8,1,F,+,~,0,0,~,~,~,4,3,1,0,0,0,0,0,,
N09-N08,-9,Creek,Dune,46,5/20/2016,16141,2016,3,14:47,L,1,49,1,1,F,+,~,25,1,F,+,~,20,1,F,+,~,3,1,F,+,~,0,0,~,~,~,3,3,0,0,0,0,0,0,,
N08-N07,-8,Creek,Dune,45,5/20/2016,16141,2016,3,14:45,L,1,44,0,0,~,~,~,9,1,F,+,~,10,1,F,+,~,5,1,F,+,~,20,1,F,+,~,1,1,0,0,0,0,0,0,,
N07-N06,-7,Creek,Dune,44,5/20/2016,16141,2016,3,14:42,L,1,39,0,0,~,~,~,14,1,F,+,~,15,1,F,+,~,0,0,~,~,~,10,1,F,+,~,0,0,0,0,0,0,0,0,,
N06-N05,-6,Tidal Flats,Dune,43,5/20/2016,16141,2016,3,14:40,L,1,54,0,0,~,~,~,24,1,F,+,~,15,1,F,+,~,5,1,F,+,~,10,1,F,+,~,1,1,0,0,0,0,0,0,,
N05-N04,-5,Tidal Flats,Dune,42,5/20/2016,16141,2016,3,14:38,L,1,95,0,0,~,~,~,55,1,F,+,~,15,1,F,+,~,10,1,F,+,~,15,1,F,+,~,0,0,0,0,0,0,0,0,,
N04-N03,-4,Creek,Creek,41,5/20/2016,16141,2016,3,14:36,L,1,81,0,0,~,~,~,31,1,F,+,~,15,1,F,+,~,0,0,~,~,~,35,1,F,+,~,0,0,0,0,0,0,0,0,,
N03-N02,-3,Creek,Dune,40,5/20/2016,16141,2016,3,14:35,L,1,27,0,0,~,~,~,0,0,~,~,~,3,1,F,+,~,0,0,~,~,~,24,1,F,+,~,47,44,3,0,0,0,0,0,,
N02-N01,-2,Tidal Flats,Dune,39,5/20/2016,16141,2016,3,14:32,L,1,7,0,0,~,~,~,3,1,F,+,~,2,1,F,+,~,0,0,~,~,~,2,1,F,+,~,2,0,0,2,0,0,0,0,,
N01-000,-1,Tidal Flats,Dune,38,5/20/2016,16141,2016,3,14:29,L,1,27,0,0,~,~,~,0,0,~,~,~,14,1,F,+,~,3,1,F,+,~,10,1,F,+,~,6,6,0,0,0,0,0,0,,
000-001,0,Tidal Flats,Dune,37,5/20/2016,16141,2016,3,14:28,L,1,22,0,0,~,~,~,2,1,F,+,~,8,1,F,+,~,0,0,~,~,~,12,1,F,+,~,1,0,0,1,0,0,0,0,,
001-002,1,Tidal Flats,Dune,36,5/20/2016,16141,2016,3,14:27,L,1,11,0,0,~,~,~,1,1,F,+,~,4,1,F,+,~,0,0,~,~,~,6,1,F,+,~,0,0,0,0,0,0,0,0,,
002-003,2,Tidal Flats,Dune,35,5/20/2016,16141,2016,3,14:24,L,1,20,0,0,~,~,~,1,1,F,+,~,15,1,F,+,~,0,0,~,~,~,2,1,F,+,~,1,1,0,0,0,0,0,0,,
003-004,3,Tidal Flats,Dune,34,5/20/2016,16141,2016,3,14:19,L,1,15,0,0,~,~,~,0,0,~,~,~,7,1,F,+,~,0,0,~,~,~,8,1,F,+,~,0,0,0,0,0,0,0,0,,
004-005,4,Tidal Flats,Dune,33,5/20/2016,16141,2016,3,14:18,L,1,16,0,0,~,~,~,1,1,F,+,~,10,1,F,+,~,0,0,~,~,~,5,1,F,+,~,0,0,0,0,0,0,0,0,,
005-006,5,Tidal Flats,Dune,32,5/20/2016,16141,2016,3,14:15,L,1,26,0,0,~,~,~,1,1,F,+,~,5,1,F,+,~,1,1,F,+,~,18,1,F,+,~,1,1,0,0,0,0,0,0,,
006-007,6,Tidal Flats,Dune,31,5/20/2016,16141,2016,3,14:12,L,1,56,2,1,F,+,~,41,1,F,+,~,5,1,F,+,~,1,1,F,+,~,8,1,F,+,~,2,0,1,1,0,0,0,0,,
007-008,7,Tidal Flats,Dune,30,5/20/2016,16141,2016,3,14:11,L,1,15,2,1,F,+,~,3,1,F,+,~,3,1,F,+,~,0,0,~,~,~,6,1,F,+,~,2,2,0,0,0,0,0,0,,
008-009,8,Tidal Flats,Dune,29,5/20/2016,16141,2016,3,14:08,L,1,22,0,0,~,~,~,0,0,~,~,~,21,1,F,+,~,0,0,~,~,~,1,1,F,+,~,1,0,0,1,0,0,0,0,,
009-010,9,Tidal Flats,Dune,28,5/20/2016,16141,2016,3,14:07,L,1,22,1,1,F,+,~,1,1,F,+,~,4,1,F,+,~,0,0,~,~,~,15,1,F,+,~,0,0,0,0,0,0,0,0,,
010-011,10,Tidal Flats,Dune,27,5/20/2016,16141,2016,3,14:05,L,1,22,1,1,F,+,~,1,1,F,+,~,8,1,F,+,~,0,0,~,~,~,12,1,F,+,~,0,0,0,0,0,0,0,0,,
011-012,11,Tidal Flats,Dune,26,5/20/2016,16141,2016,3,14:03,L,1,16,2,1,F,+,~,0,0,~,~,~,4,1,F,+,~,0,0,~,~,~,10,1,F,+,~,0,0,0,0,0,0,0,0,,
012-013,12,Tidal Flats,Dune,25,5/20/2016,16141,2016,3,14:01,L,1,11,3,1,F,+,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,8,1,F,+,~,0,0,0,0,0,0,0,0,,
013-014,13,Tidal Flats,Dune,24,5/20/2016,16141,2016,3,13:59,L,1,43,2,1,F,+,~,1,1,F,+,~,15,1,F,+,~,0,0,~,~,~,24,1,F,+,~,0,0,0,0,0,0,0,0,,
014-015,14,Tidal Flats,Dune,23,5/20/2016,16141,2016,3,13:57,L,1,56,40,1,F,+,~,10,1,F,+,~,0,0,~,~,~,0,0,~,~,~,6,1,F,+,~,2,0,2,0,0,0,0,0,,
015-016,15,Tidal Flats,Dune,22,5/20/2016,16141,2016,3,13:55,L,1,41,30,1,F,+,~,5,1,F,+,~,0,0,~,~,~,0,0,~,~,~,6,1,F,+,~,0,0,0,0,0,0,0,0,,
016-017,16,Tidal Flats,Dune,21,5/20/2016,16141,2016,3,13:52,L,1,40,29,1,F,+,~,8,1,F,+,~,0,0,~,~,~,0,0,~,~,~,3,1,F,+,~,0,0,0,0,0,0,0,0,,
017-018,17,Tidal Flats,Dune,20,5/20/2016,16141,2016,3,13:51,L,1,13,8,1,F,+,~,5,1,F,+,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,0,0,0,0,0,0,,
018-019,18,Tidal Flats,Dune,19,5/20/2016,16141,2016,3,13:51,L,1,6,1,1,F,+,~,1,1,F,+,~,2,1,F,+,~,0,0,~,~,~,2,1,F,+,~,2,1,1,0,0,0,0,0,,
019-020,19,Tidal Flats,Creek,18,5/20/2016,16141,2016,3,13:43,L,1,111,45,1,F,+,~,50,1,F,+,~,15,1,F,+,~,0,0,~,~,~,1,1,F,+,~,15,13,2,0,0,0,0,0,,
020-021,20,Creek,Creek,17,5/20/2016,16141,2016,3,13:47,L,1,110,25,1,F,+,~,65,1,F,+,~,20,1,F,+,~,0,0,~,~,~,0,0,~,~,~,3,0,3,0,0,0,0,0,,
021-022,21,Creek,Creek,16,5/20/2016,16141,2016,3,13:44,L,1,175,0,0,~,~,~,95,1,F,+,~,40,1,F,+,~,5,1,F,+,~,35,1,F,+,~,27,25,2,0,0,0,0,0,,
022-023,22,Creek,Dune,15,5/20/2016,16141,2016,3,13:43,L,1,24,0,0,~,~,~,9,1,F,+,~,15,1,F,+,~,0,0,~,~,~,0,0,~,~,~,2,2,0,0,0,0,0,0,,
023-024,23,Creek,Dune,14,5/20/2016,16141,2016,3,13:34,F,1,27,1,1,F,+,~,12,1,F,+,~,6,1,F,+,~,2,1,F,+,~,0,0,~,~,~,6,6,0,0,0,0,0,0,,
024-025,24,Creek,Dune,13,5/20/2016,16141,2016,3,13:35,F,1,17,0,0,~,~,~,14,1,F,+,~,3,1,F,+,~,0,0,~,~,~,0,0,~,~,~,7,5,2,0,0,0,0,0,,
025-026,25,Creek,Dune,12,5/20/2016,16141,2016,3,13:37,F,1,8,0,0,~,~,~,2,1,F,+,~,5,1,F,+,~,0,0,~,~,~,1,1,F,2,~,4,0,0,4,0,0,0,0,,
026-027,26,Tidal Flats,Dune,11,5/20/2016,16141,2016,3,13:40,L,1,16,0,0,~,~,~,5,1,F,+,~,7,1,F,2,~,0,0,~,~,~,4,1,~,~,~,1,0,1,0,0,0,0,0,,
027-028,27,Tidal Flats,Dune,10,5/20/2016,16141,2016,3,13:46,L,1,18,0,0,~,~,~,4,1,F,2,~,6,1,F,2,~,0,0,~,~,~,8,1,F,1,~,11,3,8,0,0,0,0,0,,
028-029,28,Tidal Flats,Dune,9,5/20/2016,16141,2016,3,13:50,L,1,12,0,0,~,~,~,4,1,S,+,~,6,1,S,+,~,0,0,~,~,~,2,1,S,+,~,3,3,0,0,0,0,0,0,,
029-030,29,Tidal Flats,Dune,8,5/20/2016,16141,2016,3,13:53,L,1,7,0,0,~,~,~,2,1,F,2,~,5,1,S,+,~,0,0,~,~,~,0,0,~,~,~,0,0,0,0,0,0,0,0,,
030-031,30,Tidal Flats,Dune,7,5/20/2016,16141,2016,3,13:56,L,1,9,1,1,F,3,~,3,1,S,+,~,5,1,S,+,~,0,0,~,~,~,1,1,F,+,~,0,0,0,0,0,0,0,0,,
031-032,31,Tidal Flats,Dune,6,5/20/2016,16141,2016,3,13:58,L,1,6,0,0,~,~,~,4,1,F,+,~,1,1,S,+,~,0,0,~,~,~,1,1,F,+,~,2,2,0,0,0,0,0,0,,
032-033,32,Tidal Flats,Dune,5,5/20/2016,16141,2016,3,14:02,L,1,8,3,1,F,3,~,1,1,S,+,~,4,1,S,+,~,0,0,~,~,~,0,0,~,~,~,0,0,0,0,0,0,0,0,,
033-034,33,Tidal Flats,Dune,4,5/20/2016,16141,2016,3,14:04,L,1,4,3,1,F,2,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,1,1,F,3,~,3,3,0,0,0,0,0,0,,
034-035,34,Tidal Flats,Phragmites,3,5/20/2016,16141,2016,3,14:06,L,1,20,0,0,~,~,~,13,1,F,+,~,4,1,S,2,~,3,1,F,+,~,0,0,~,~,~,0,0,0,0,0,0,0,0,,
035-036,35,Tidal Flats,Phragmites,2,5/20/2016,16141,2016,3,14:08,L,1,4,1,1,S,1,~,1,1,F,2,~,2,1,S,1,~,0,0,~,~,~,0,0,~,~,~,2,2,0,0,0,0,0,0,,
036-037,36,Tidal Flats,Phragmites,1,5/20/2016,16141,2016,3,14:11,L,1,13,6,1,~,~,~,4,1,B,5,~,2,1,~,~,~,0,0,~,~,~,1,1,0,0,~,6,6,0,0,0,0,0,0,,
037-038,37,Aquaculture,Phragmites,0,5/20/2016,16141,2016,3,14:15,L,1,37,4,1,F,5,~,21,1,B,5,~,11,1,B,1,~,0,0,~,~,~,1,1,B,1,~,2,2,0,0,0,0,0,0,,
038-039,38,Aquaculture,Phragmites,0,5/20/2016,16141,2016,3,14:19,L,1,25,2,1,F,5,~,20,1,0,0,~,3,1,F,1,~,0,0,~,~,~,0,0,~,~,~,13,12,1,0,0,0,0,0,,
039-040,39,Aquaculture,Phragmites,0,5/20/2016,16141,2016,3,14:22,L,1,91,2,1,S,5,~,65,1,F,5,~,15,1,F,+,~,8,1,F,+,~,1,1,S,1,~,11,10,1,0,0,0,0,0,,
040-041,40,Tidal Flats,Marsh,1,5/20/2016,16141,2016,3,14:30,L,1,57,3,1,S,1,~,45,1,F,+,~,3,1,F,+,~,5,1,F,+,~,1,1,F,+,~,4,4,0,0,0,0,0,0,,
041-042,41,Tidal Flats,Marsh,2,5/20/2016,16141,2016,3,14:34,L,1,25,0,0,~,~,~,15,1,F,+,~,3,1,F,+,~,7,1,F,+,~,0,0,~,~,~,0,0,0,0,0,0,0,0,,
042-043,42,Tidal Flats,Bulkhead,3,5/20/2016,16141,2016,3,14:35,L,1,18,4,1,S,2,~,2,1,F,+,~,0,0,~,~,~,12,1,S,2,~,0,0,~,~,~,2,2,0,0,0,0,0,0,,
043-044,43,Tidal Flats,Bulkhead,4,5/20/2016,16141,2016,3,14:42,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,4,4,0,0,0,0,0,0,,
044-045,44,Tidal Flats,Bulkhead,5,5/20/2016,16141,2016,3,14:42,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,4,4,0,0,0,0,0,0,,
045-046,45,Tidal Flats,Bulkhead,6,5/20/2016,16141,2016,3,14:42,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,4,4,0,0,0,0,0,0,,
046-047,46,Tidal Flats,Bulkhead,7,5/20/2016,16141,2016,3,14:42,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,4,4,0,0,0,0,0,0,,
047-048,47,Tidal Flats,Bulkhead,8,5/20/2016,16141,2016,3,14:42,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,4,4,0,0,0,0,0,0,,
048-049,48,Tidal Flats,Bulkhead,9,5/20/2016,16141,2016,3,14:42,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,4,4,0,0,0,0,0,0,,
049-050,49,Tidal Flats,Dune,10,5/20/2016,16141,2016,3,14:42,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,4,4,0,0,0,0,0,0,,
050-051,50,Tidal Flats,Bulkhead,11,5/20/2016,16141,2016,3,14:42,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,4,4,0,0,0,0,0,0,,
051-052,51,Tidal Flats,Bulkhead,12,5/20/2016,16141,2016,3,14:42,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,4,4,0,0,0,0,0,0,,
052-053,52,Tidal Flats,Bulkhead,13,5/20/2016,16141,2016,3,14:42,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,4,4,0,0,0,0,0,0,,
053-054,53,Tidal Flats,Bulkhead,14,5/20/2016,16141,2016,3,14:42,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,4,4,0,0,0,0,0,0,,
054-055,54,Tidal Flats,Bulkhead,15,5/20/2016,16141,2016,3,14:42,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,4,4,0,0,0,0,1,0,,
055-056,55,Tidal Flats,Bulkhead,14,5/20/2016,16141,2016,3,14:42,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,4,4,0,0,0,0,1,0,,
056-057,56,Tidal Flats,Bulkhead,13,5/20/2016,16141,2016,3,14:42,L,1,9,4,1,S,+,~,2,1,S,+,~,3,1,S,+,~,0,0,~,~,~,0,0,~,~,~,4,4,0,0,0,0,1,0,,
057-058,57,Tidal Flats,Bulkhead,12,5/20/2016,16141,2016,3,14:42,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,4,4,0,0,0,0,1,0,,
058-059,58,Tidal Flats,Bulkhead,11,5/20/2016,16141,2016,3,14:42,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,4,4,0,0,0,0,1,0,,
059-060,59,Tidal Flats,Bulkhead,10,5/20/2016,16141,2016,3,14:42,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,4,4,0,0,0,0,1,0,,
060-061,60,Tidal Flats,Bulkhead,9,5/20/2016,16141,2016,3,15:35,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,10,10,0,0,0,0,1,0,,
061-062,61,Tidal Flats,Dune,8,5/20/2016,16141,2016,3,15:35,L,1,80,80,1,F,+,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,10,10,0,0,0,0,1,0,,
062-063,62,Tidal Flats,Dune,7,5/20/2016,16141,2016,3,15:35,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,10,10,0,0,0,0,1,0,,
063-064,63,Tidal Flats,Dune,6,5/20/2016,16141,2016,3,15:35,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,10,10,0,0,0,0,1,0,,
064-065,64,Tidal Flats,Dune,5,5/20/2016,16141,2016,3,15:35,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,10,10,0,0,0,0,1,0,,
065-066,65,Tidal Flats,Dune,4,5/20/2016,16141,2016,3,15:35,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,10,10,0,0,0,0,1,0,,
066-067,66,Tidal Flats,Dune,3,5/20/2016,16141,2016,3,15:35,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,10,10,0,0,0,0,1,0,,
067-068,67,Tidal Flats,Dune,2,5/20/2016,16141,2016,3,15:35,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,10,10,0,0,0,0,1,0,,
068-069,68,Tidal Flats,Dune,1,5/20/2016,16141,2016,3,15:35,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,10,10,0,0,0,0,1,0,,
069-070,69,Aquaculture,Woodland,0,5/20/2016,16141,2016,3,15:35,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,10,10,0,0,0,0,1,0,,
070-071,70,Aquaculture,Woodland,0,5/20/2016,16141,2016,3,14:58,L,1,3,1,1,0,0,5,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,2,1,0,0,5,0,0,0,0,0,0,1,0,,
071-072,71,Tidal Flats,Woodland,1,5/20/2016,16141,2016,3,14:59,L,1,6,3,1,S,1,2,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,3,1,S,1,2,1,1,0,0,0,0,1,0,,
072-073,72,Tidal Flats,Bulkhead,2,5/20/2016,16141,2016,3,15:00,L,1,5,1,1,S,2,+,1,1,S,2,+,0,0,~,~,~,0,0,~,~,~,3,1,S,2,3,5,5,0,0,0,0,1,0,,
073-075,73,Tidal Flats,Woodland,3,5/20/2016,16141,2016,3,15:01,L,1,6,4,1,S,3,+,0,0,~,~,~,2,1,S,3,+,0,0,~,~,~,0,0,~,~,~,15,15,0,0,0,0,1,0,,
075-076,75,Tidal Flats,Bulkhead,4,5/20/2016,16141,2016,3,15:07,L,1,6,0,0,~,~,~,5,1,S,+,~,0,0,~,~,~,0,0,~,~,~,1,1,S,+,~,2,2,0,0,0,0,1,0,,
076-077,76,Tidal Flats,Bulkhead,5,5/20/2016,16141,2016,3,15:08,L,1,44,2,1,S,+,~,1,1,S,+,~,0,0,~,~,~,40,1,S,+,~,1,1,S,+,~,0,0,0,0,0,0,1,0,,
077-078,77,Tidal Flats,Dune,6,5/20/2016,16141,2016,3,15:09,L,1,6,4,1,S,+,~,0,0,~,~,~,2,1,S,+,~,0,0,~,~,~,0,0,~,~,~,0,0,0,0,0,0,1,0,,
078-079,78,Tidal Flats,Bulkhead,7,5/20/2016,16141,2016,3,15:11,L,1,218,0,0,~,~,~,55,1,F,+,~,8,1,F,+,~,35,1,F,+,~,0,0,~,~,~,0,0,0,0,0,0,1,0,,
079-080,79,Tidal Flats,Dune,8,5/20/2016,16141,2016,3,15:11,L,1,218,5,1,F,+,~,80,1,S,+,~,15,1,S,+,~,20,1,S,+,~,0,0,~,~,~,4,4,0,0,0,0,1,0,,
080-081,80,Tidal Flats,Dune,9,5/20/2016,16141,2016,3,15:42,L,1,13,0,0,~,~,~,7,1,F,+,~,2,1,F,+,~,4,1,F,+,~,0,0,~,~,~,0,0,0,0,0,0,1,0,,
081-082,81,Tidal Flats,Dune,10,5/20/2016,16141,2016,3,15:42,L,1,13,0,0,~,~,~,7,1,F,+,~,2,1,F,+,~,4,1,F,+,~,0,0,~,~,~,0,0,0,0,0,0,1,0,,
082-083,82,Tidal Flats,Dune,10,5/20/2016,16141,2016,3,15:42,L,1,13,0,0,~,~,~,7,1,F,+,~,2,1,F,+,~,4,1,F,+,~,0,0,~,~,~,0,0,0,0,0,0,1,0,,
083-084,83,Tidal Flats,Dune,9,5/20/2016,16141,2016,3,15:42,L,1,13,0,0,~,~,~,7,1,F,+,~,2,1,F,+,~,4,1,F,+,~,0,0,~,~,~,0,0,0,0,0,0,1,0,,
084-085,84,Tidal Flats,Bulkhead,8,5/20/2016,16141,2016,3,15:42,L,1,13,0,0,~,~,~,7,1,F,+,~,2,1,F,+,~,4,1,F,+,~,0,0,~,~,~,0,0,0,0,0,0,1,0,,
085-086,85,Tidal Flats,Bulkhead,7,5/20/2016,16141,2016,3,15:42,L,1,38,0,0,~,~,~,32,1,S,+,~,2,1,F,+,~,4,1,F,+,~,0,0,~,~,~,4,4,0,0,0,0,1,0,,
086-087,86,Tidal Flats,Bulkhead,6,5/20/2016,16141,2016,3,15:42,L,1,13,0,0,~,~,~,7,1,F,+,~,2,1,F,+,~,4,1,F,+,~,0,0,~,~,~,0,0,0,0,0,0,1,0,,
087-088,87,Tidal Flats,Dune,5,5/20/2016,16141,2016,3,15:51,L,1,290,22,1,S,+,~,35,1,S,+,~,0,0,~,~,~,15,1,S,+,~,0,0,~,~,~,0,0,0,0,0,0,1,0,,
088-089,88,Tidal Flats,Dune,4,5/20/2016,16141,2016,3,15:51,L,1,290,23,1,S,+,~,35,1,S,+,~,0,0,~,~,~,15,1,S,+,~,0,0,~,~,~,3,3,0,0,0,0,1,0,,
